Song Name,Language,Hit Year,Song Artist,Source,Decade
If I were a boy,EN,2009,Beyonce,Los$40$,2000
Infinity 2008,EN,2009,Guru Josh Project,Los$40$,2000
Just dance,EN,2009,Lady GaGa,Los$40$,2000
kalemba,PT,2009,buraka som sistema,Promusicae,2000
Looking for paradise,EN,2009,Alejandro Sanz,Los$40$,2000
Manos al aire,ES,2009,Nelly Furtado,Los$40$,2000
Moving,EN,2009,Macaco,Los$40$,2000
Poker face,EN,2009,Lady GaGa,Los$40$,2000
Por quererte,ES,2009,Efecto Mariposa,Los$40$,2000
que nadie,ES,2009,manuel carrasco,Promusicae,2000
Que te queria,ES,2009,La Quinta Estacion,Los$40$,2000
Summercat,EN,2009,Billie The Vision & the Dancers,Los$40$,2000
The boy does nothing,EN,2009,Alesha Dixon,Los$40$,2000
This is the life,EN,2009,Amy MacDonald,Los$40$,2000
thriller,EN,2009,Michael Jackson,Promusicae,2000
When love takes over,EN,2009,David Guetta,Los$40$,2000
16 Añitos,ES,2010,Dani Martín,Spotify,2010
Airplanes,EN,2010,B.o.B,Spotify,2010
Alejandro,EN,2010,Lady GaGa,Los$40$,2010
Alors On Danse,FR,2010,Stromae,Spotify,2010
Antes de que cuente diez,ES,2010,Fito y Fitipaldis,Spotify,2010
AyHaiti!,ES,2010,"Alejandro Sanz, Aleks Syntek, Bebe, Belinda, Carlos Jean, Daddy Jean, David Otero, Enrique Iglesias, Estopa, Hombres G, Juanes, Kun Agüero, La Mala, La Oreja de Van Gogh, Macaco, Marta Sánchez, Merce, Miguel Bosé, Najwa, OBK, Sandra Carrasco, Shakira, Wally Lopez",Spotify,2010
Ayo Technology,EN,2010,Milow,Spotify,2010
Baby,EN,2010,"Justin Bieber, Ludacris",Spotify,2010
Bad romance,EN,2010,Lady GaGa,Los$40$,2010
Barbie de extrarradio,ES,2010,Melendi,Spotify,2010
Billie Jean,EN,2010,Michael Jackson,Spotify,2010
Break your heart,EN,2010,Taio Cruz,Los$40$,2010
Bumpy Ride,EN,2010,Mohombi,Spotify,2010
California Gurls,EN,2010,"Katy Perry, Snoop Dogg",Spotify,2010
Castillo de Arena,ES,2010,david otero ana canas castillo,Spotify,2010
Club Can't Handle Me,EN,2010,Flo Rida,Spotify,2010
Club de fans de John Boy,ES,2010,Love of Lesbian,Spotify,2010
Commander,EN,2010,"Kelly Rowland, David Guetta",Spotify,2010
Como Una Vela,ES,2010,Melendi,Spotify,2010
Copenhague,ES,2010,Vetusta Morla,Spotify,2010
Cosas Que Suenan A,ES,2010,Maldita Nerea,Spotify,2010
Cry cry,EN,2010,Oceana,Los$40$,2010
Cuando Me Enamoro,ES,2010,"Enrique Iglesias, Juan Luis Guerra 4.40",Spotify,2010
Danza Kuduro,ES,2010,"Don Omar, Lucenzo",Spotify,2010
Desde cuando,ES,2010,Alejandro Sanz,Los$40$,2010
DJ Got Us Fallin' In Love,EN,2010,"Usher, Pitbull",Spotify,2010
Down,EN,2010,"Jay Sean, Lil Wayne",Spotify,2010
Dynamite,EN,2010,Taio Cruz,Spotify,2010
El run run,ES,2010,Estopa,Los$40$,2010
El secreto de las tortugas,ES,2010,Maldita Nerea,Los$40$,2010
Empire State Of Mind,EN,2010,JAY-Z,Spotify,2010
Fight For This Love,EN,2010,Cheryl,Spotify,2010
Fireflies,EN,2010,Owl City,Spotify,2010
Fix You,EN,2010,Coldplay,Spotify,2010
Fuente de Energia,ES,2010,"Estopa, El Canto Del Loco",Spotify,2010
Gettin' Over You,EN,2010,"David Guetta, Chris Willis, Fergie, LMFAO",Spotify,2010
Gracias,ES,2010,Despistaos,Spotify,2010
Gypsy,EN,2010,Shakira,Spotify,2010
Halo,EN,2010,Beyoncé,Spotify,2010
Happy,EN,2010,Leona Lewis,Los$40$,2010
"Hey, Soul Sister",EN,2010,Train,Spotify,2010
Hot N Cold,EN,2010,Katy Perry,Spotify,2010
Human,EN,2010,The Killers,Spotify,2010
I Gotta Feeling,EN,2010,Black Eyed Peas,Spotify,2010
I Like It,EN,2010,Enrique Iglesias,Spotify,2010
I'm Yours,EN,2010,Jason Mraz,Spotify,2010
If We Ever Meet Again,EN,2010,Timbaland,Spotify,2010
In My Head,EN,2010,Jason Derulo,Spotify,2010
Just Dance,EN,2010,"Lady Gaga, Colby O'Donis",Spotify,2010
Just The Way You Are,EN,2010,Bruno Mars,Spotify,2010
Kids,EN,2010,MGMT,Spotify,2010
Lady Madrid,ES,2010,Pereza,Spotify,2010
Lo Hecho Está Hecho,ES,2010,Shakira,Spotify,2010
Loba,ES,2010,Shakira,Spotify,2010
Looking for paradise,EN,2010,Alejandro Sanz,Spotify,2010
Love the way you lie,EN,2010,Eminem,Los$40$,2010
LoveGame,EN,2010,Lady Gaga,Spotify,2010
Meet me halfway,EN,2010,The Black Eyed Peas,Los$40$,2010
Memories,EN,2010,"David Guetta, Kid Cudi",Spotify,2010
Mi Princesa,ES,2010,David Bisbal,Spotify,2010
Mientes,ES,2010,Camila,Spotify,2010
Moving,EN,2010,Macaco,Spotify,2010
Not Afraid,EN,2010,Eminem,Spotify,2010
Nothin' On You,EN,2010,B.o.B,Spotify,2010
Nuestro amor sera leyenda,ES,2010,Alejandro Sanz,Spotify,2010
Only girl (In the world),EN,2010,Rihanna,Los$40$,2010
Paparazzi,EN,2010,Lady Gaga,Spotify,2010
Poker Face,EN,2010,Lady Gaga,Spotify,2010
Por el Miedo a Equivocarnos,ES,2010,Maldita Nerea,Spotify,2010
Que nadie,ES,2010,Manuel Carrasco,Los$40$,2010
Quiero aprender de ti,ES,2010,El canto del Loco,Los$40$,2010
Replay,EN,2010,Iyaz,Spotify,2010
Ridin' Solo,EN,2010,Jason Derulo,Spotify,2010
Rude Boy,EN,2010,Rihanna,Spotify,2010
Russian roulette,EN,2010,Rihanna,Los$40$,2010
Sex on Fire,EN,2010,Kings of Leon,Spotify,2010
Sexy bitch,EN,2010,David Guetta,Los$40$,2010
Sick of love,EN,2010,Robert Ramirez,Los$40$,2010
Stereo love,EN,2010,Edward Maya,Los$40$,2010
Sweet Dreams,EN,2010,Beyoncé,Spotify,2010
Te Amo,ES,2010,Rihanna,Spotify,2010
Telephone,EN,2010,Lady GaGa,Los$40$,2010
Tengo,ES,2010,Macaco,Spotify,2010
Tik tok,EN,2010,Kesha,Los$40$,2010
Tu Mirada Me Hace Grande,ES,2010,Maldita Nerea,Spotify,2010
Undisclosed Desires,EN,2010,Muse,Spotify,2010
Uprising,EN,2010,Muse,Spotify,2010
Use Somebody,EN,2010,Kings of Leon,Spotify,2010
Viva La Vida,EN,2010,Coldplay,Spotify,2010
Waka waka (Esto es Africa),ES,2010,Shakira,Los$40$,2010
Wavin' flag,EN,2010,K'naan,Los$40$,2010
We No Speak Americano,IT,2010,"Yolanda Be Cool, DCup",Spotify,2010
Whatcha Say,EN,2010,Jason Derulo,Spotify,2010
When Love Takes Over,EN,2010,David Guetta,Spotify,2010
Your Love Is My Drug,EN,2010,Kesha,Spotify,2010
Addicted to You,EN,2011,Shakira,Spotify,2010
Bailando por Ahi,ES,2011,Juan Magán,Spotify,2010
Barbra Streisand,EN,2011,Duck Sauce,Spotify,2010
Billionaire,EN,2011,"Travie McCoy, Bruno Mars",Spotify,2010
Blanco y Negro,ES,2011,Malú,Spotify,2010
Born This Way,EN,2011,Lady Gaga,Spotify,2010
Buscando El Sol,ES,2011,David Otero,Spotify,2010
Canción de amor caducada,ES,2011,Melendi,Spotify,2010
Caramelo,ES,2011,Pablo Alborán,Spotify,2010
Coconut Tree,EN,2011,"Mohombi, Nicole Scherzinger",Spotify,2010
Coming Home,EN,2011,"Diddy - Dirty Money, Skylar Grey",Spotify,2010
Con La Mano Levantá,ES,2011,"Macaco, Estopa",Spotify,2010
Cooler Than Me,EN,2011,"Mike Posner, Gigamesh",Spotify,2010
Cuatro elementos,ES,2011,La Musicalité,Spotify,2010
Don't Wanna Go Home,EN,2011,Jason Derulo,Spotify,2010
Every Teardrop Is A Waterfall,EN,2011,Coldplay,Spotify,2010
Facil,ES,2011,Maldita Nerea,Spotify,2010
Firework,EN,2011,Katy Perry,Spotify,2010
Fuck You,EN,2011,CeeLo Green,Spotify,2010
Get Outta My Way,EN,2011,Kylie Minogue,Spotify,2010
Give Me Everything,EN,2011,"Pitbull, Ne-Yo, Afrojack, Nayer",Spotify,2010
Mi Gordita,ES,2011,"Shakira, Calle 13",Spotify,2010
Grenade,EN,2011,Bruno Mars,Spotify,2010
Hello,EN,2011,"Martin Solveig, Dragonette",Spotify,2010
Hey Baby,EN,2011,"Pitbull, T-Pain",Spotify,2010
Higher,EN,2011,"Taio Cruz, Kylie Minogue",Spotify,2010
Hold It Against Me,EN,2011,Britney Spears,Spotify,2010
Hold My Hand,EN,2011,Michael Jackson Duet with Akon,Spotify,2010
I Just Had Sex,EN,2011,"The Lonely Island, Akon",Spotify,2010
I'm Into You,EN,2011,"Jennifer Lopez, Lil Wayne",Spotify,2010
Judas,EN,2011,Lady Gaga,Spotify,2010
Just A Dream,EN,2011,Nelly,Spotify,2010
Just Can’t Get Enough,EN,2011,Black Eyed Peas,Spotify,2010
La Despedida,ES,2011,Daddy Yankee,Spotify,2010
Lady Loca,ES,2011,"Juan Magán, Crossfire",Spotify,2010
Lead the way,EN,2011,Carlos Jean,Spotify,2010
Like A G6,EN,2011,"Far East Movement, The Cataracs, DEV",Spotify,2010
lo mejor de mi vida eres tú,ES,2011,ricky martin natalia jimenez,Spotify,2010
Lo Que no Ves,ES,2011,Pol 3.14,Spotify,2010
Miedo,ES,2011,Pablo Alborán,Spotify,2010
Mira la Vida,ES,2011,Dani Martín,Spotify,2010
More,EN,2011,Usher,Spotify,2010
Moves Like Jagger,EN,2011,"Maroon 5, Christina Aguilera",Spotify,2010
Mr. Saxobeat,EN,2011,Alexandra Stan,Spotify,2010
On The Floor,EN,2011,"Jennifer Lopez, Pitbull",Spotify,2010
Party Rock Anthem,EN,2011,"LMFAO, Lauren Bennett, GoonRock",Spotify,2010
Price Tag,EN,2011,"Jessie J, B.o.B",Spotify,2010
Quién te quiere como yo,ES,2011,Carlos Baute,Spotify,2010
Rabiosa,ES,2011,"Shakira, El Cata",Spotify,2010
Rain Over Me,EN,2011,"Pitbull, Marc Anthony",Spotify,2010
Rolling In The Deep,EN,2011,Adele,Spotify,2010
S&M,EN,2011,Rihanna,Spotify,2010
Sale el Sol,ES,2011,Shakira,Spotify,2010
Solamente Tú,ES,2011,Pablo Alborán,Spotify,2010
Someone Like You,EN,2011,Adele,Spotify,2010
Stay the Night,EN,2011,James Blunt,Spotify,2010
Sun Is Up,EN,2011,INNA,Spotify,2010
Sweat,EN,2011,"Snoop Dogg, David Guetta, Giorgio Tuinfort, Frederic Riesterer",Spotify,2010
Taboo,ES,2011,Don Omar,Spotify,2010
The Lazy Song,EN,2011,Bruno Mars,Spotify,2010
The Time (Dirty Bit),EN,2011,Black Eyed Peas,Spotify,2010
Till the World Ends,EN,2011,Britney Spears,Spotify,2010
Tonight (I'm Fuckin' You),EN,2011,"Enrique Iglesias, Ludacris, DJ Frank E",Spotify,2010
"Turn Around (5,4,3,2,1)",EN,2011,Flo Rida,Spotify,2010
Un Momento,ES,2011,"INNA, Juan Magán",Spotify,2010
Una Vaina Loca,ES,2011,"Boy Wonder Presents Chosen Few Urbano, Fuego",Spotify,2010
Vuelve Conmigo,ES,2011,Pablo Alborán,Spotify,2010
We Found Love,EN,2011,"Rihanna, Calvin Harris",Spotify,2010
We R Who We R,EN,2011,Kesha,Spotify,2010
What the Hell,EN,2011,Avril Lavigne,Spotify,2010
What's My Name?,EN,2011,"Rihanna, Drake",Spotify,2010
Where Them Girls At,EN,2011,"David Guetta, Nicki Minaj, Flo Rida",Spotify,2010
Who's That Chick ?,EN,2011,"David Guetta, Rihanna",Spotify,2010
Written in the Stars,EN,2011,"Tinie Tempah, Eric Turner",Spotify,2010
Yeah 3x,EN,2011,Chris Brown,Spotify,2010
"You're Gonna Go Far, Kid",EN,2011,The Offspring,Spotify,2010
¿No Podiamos Ser Agua?,ES,2012,Maldita Nerea,Spotify,2010
Agachate,ES,2012,Danny Romero,Spotify,2010
Ai Se Eu Te Pego,PT,2012,Michel Teló,Spotify,2010
Amarte bien,ES,2012,Carlos Baute,Spotify,2010
Angelito Sin Alas,ES,2012,"DCS, Juan Magán",Spotify,2010
Balada,ES,2012,Gusttavo Lima,Spotify,2010
Bangarang,EN,2012,"Skrillex, Sirah",Spotify,2010
Born To Die,EN,2012,Lana Del Rey,Spotify,2010
Boys Will Be Boys,EN,2012,Paulina Rubio,Spotify,2010
Breathing,EN,2012,Jason Derulo,Spotify,2010
Call Me Maybe,EN,2012,Carly Rae Jepsen,Spotify,2010
Chica Latina,ES,2012,"Juan Magán, Salgado",Spotify,2010
Cometas por el Cielo,ES,2012,La Oreja de Van Gogh,Spotify,2010
Como Tu No Hay Dos,ES,2012,Buxxi,Spotify,2010
Dance Again,EN,2012,"Jennifer Lopez, Pitbull",Spotify,2010
Domino,EN,2012,Jessie J,Spotify,2010
Don't Wake Me Up,EN,2012,Chris Brown,Spotify,2010
Drive By,EN,2012,Train,Spotify,2010
Dutty Love,EN,2012,"Don Omar, Natti Natasha",Spotify,2010
En el Mundo Genial de las Cosas Que Dices,ES,2012,Maldita Nerea,Spotify,2010
Estoy Hecho De Pedacitos De Ti,ES,2012,"Antonio Orozco, Alejandro Fernández",Spotify,2010
Euphoria,EN,2012,Loreen,Spotify,2010
gangnam style,KO,2012,PSY,Spotify,2010
Glad You Came,EN,2012,The Wanted,Spotify,2010
Gol,ES,2012,Cali Y El Dandee,Spotify,2010
Good Feeling,EN,2012,Flo Rida,Spotify,2010
Got 2 Luv U,EN,2012,"Sean Paul, Alexis Jordan",Spotify,2010
Hangover,EN,2012,"Taio Cruz, Flo Rida",Spotify,2010
Hasta Que Salga El Sol,ES,2012,Don Omar,Spotify,2010
I Like How It Feels,EN,2012,"Enrique Iglesias, Pitbull, The WAV.s",Spotify,2010
International Love,EN,2012,"Pitbull, Chris Brown",Spotify,2010
Levels,EN,2012,Avicii,Spotify,2010
Make You Feel My Love,EN,2012,Adele,Spotify,2010
Marry You,EN,2012,Bruno Mars,Spotify,2010
Me Enamoré,ES,2012,Charly Rodriguez,Spotify,2010
Me Gustas Tanto,ES,2012,Paulina Rubio,Spotify,2010
Me pones tierno,ES,2012,"Rasel, Carlos Baute",Spotify,2010
Me Quedaré,ES,2012,Estopa,Spotify,2010
Midnight City,EN,2012,M83,Spotify,2010
No Hay 2 Sin 3 (Gol),ES,2012,"Cali Y El Dandee, David Bisbal",Spotify,2010
No Me Compares,ES,2012,Alejandro Sanz,Spotify,2010
No Sigue Modas,ES,2012,Juan Magán,Spotify,2010
Noche de Estrellas,ES,2012,"José de Rico, Henry Mendez",Spotify,2010
Pan Y Mantequilla,ES,2012,Efecto Pasillo,Spotify,2010
Paradise,EN,2012,Coldplay,Spotify,2010
Pasado Pisado,ES,2012,Comando Tiburon y Mach & Daddy,Spotify,2010
Payphone,EN,2012,"Maroon 5, Wiz Khalifa",Spotify,2010
Pégate Más,ES,2012,"Dyland & Lenny, Juan Magán",Spotify,2010
Perdóname,ES,2012,Pablo Alborán,Spotify,2010
Princess of China,EN,2012,"Coldplay, Rihanna",Spotify,2010
Rayos De Sol,ES,2012,"José de Rico, Henry Mendez",Spotify,2010
Scream,EN,2012,Usher,Spotify,2010
Se Vuelve Loca,ES,2012,Juan Magán,Spotify,2010
Sexy And I Know It,EN,2012,LMFAO,Spotify,2010
She Doesn't Mind,EN,2012,Sean Paul,Spotify,2010
Somebody That I Used To Know,EN,2012,"Gotye, Kimbra",Spotify,2010
Starships,EN,2012,Nicki Minaj,Spotify,2010
Stereo Hearts,EN,2012,"Gym Class Heroes, Adam Levine",Spotify,2010
Stronger (What Doesn't Kill You),EN,2012,Kelly Clarkson,Spotify,2010
Summer Paradise,EN,2012,"Simple Plan, Sean Paul",Spotify,2010
Tacatà,ES,2012,Tacabro,Spotify,2010
Te He Echado De Menos,ES,2012,Pablo Alborán,Spotify,2010
Te Voy a Esperar,ES,2012,"Juan Magán, Belinda",Spotify,2010
The One That Got Away,EN,2012,Katy Perry,Spotify,2010
This Is Love,EN,2012,"will.i.am, Eva Simons",Spotify,2010
Titanium,EN,2012,David Guetta,Spotify,2010
Todos los días sale el sol,ES,2012,Bongo Botrako,Spotify,2010
Turn Me On,EN,2012,David Guetta,Spotify,2010
Volver A Empezar,ES,2012,Pablo Alborán,Spotify,2010
We Are Young,EN,2012,"fun., Janelle Monáe",Spotify,2010
Where Have You Been,EN,2012,Rihanna,Spotify,2010
Whistle,EN,2012,Flo Rida,Spotify,2010
Wild Ones,EN,2012,"Flo Rida, Sia",Spotify,2010
Without You,EN,2012,David Guetta,Spotify,2010
Yo Te Esperaré,ES,2012,Cali Y El Dandee,Spotify,2010
"Young, Wild & Free",EN,2012,"Snoop Dogg, Wiz Khalifa, Bruno Mars",Spotify,2010
Applause,EN,2013,Lady Gaga,Spotify,2010
Aprendiz de caballero,ES,2013,Melendi,Spotify,2010
Bara Bara Bere Bere,PT,2013,Alex Ferrari,Spotify,2010
Blurred Lines,EN,2013,"Robin Thicke, T.I., Pharrell Williams",Spotify,2010
Burn,EN,2013,Ellie Goulding,Spotify,2010
Can't Hold Us,EN,2013,Macklemore & Ryan Lewis,Spotify,2010
Cero,ES,2013,Dani Martín,Spotify,2010
Cheque al portamor,ES,2013,Melendi,Spotify,2010
Come & Get It,EN,2013,Selena Gomez,Spotify,2010
Diamonds,EN,2013,Rihanna,Spotify,2010
Die Young,EN,2013,Kesha,Spotify,2010
Don't Stop the Party,EN,2013,"Pitbull, Tjr",Spotify,2010
Don't You Worry Child,EN,2013,"Swedish House Mafia, John Martin",Spotify,2010
Donde Está El Amor,ES,2013,Pablo Alborán,Spotify,2010
El Beso,ES,2013,Pablo Alborán,Spotify,2010
El Tiburón - The Shark,ES,2013,Henry Mendez,Spotify,2010
Feel So Close,EN,2013,Calvin Harris,Spotify,2010
Feel This Moment,EN,2013,"Pitbull, Christina Aguilera",Spotify,2010
Get Lucky,EN,2013,"Daft Punk, Pharrell Williams, Nile Rodgers",Spotify,2010
Girl On Fire,EN,2013,Alicia Keys,Spotify,2010
Hall of Fame,EN,2013,"The Script, will.i.am",Spotify,2010
Heartbreaker,EN,2013,Auryn,Spotify,2010
Ho Hey,EN,2013,The Lumineers,Spotify,2010
I Could Be The One,EN,2013,"Avicii, Nicky Romero",Spotify,2010
I Cry,EN,2013,Flo Rida,Spotify,2010
I Love It,EN,2013,"Icona Pop, Charli XCX",Spotify,2010
I Need Your Love,EN,2013,"Calvin Harris, Ellie Goulding",Spotify,2010
Impossible,EN,2013,James Arthur,Spotify,2010
It's Time,EN,2013,Imagine Dragons,Spotify,2010
Just Give Me a Reason,EN,2013,"Pink, Nate Ruess",Spotify,2010
Just One Last Time,EN,2013,"David Guetta, Taped Rai",Spotify,2010
Kiss You,EN,2013,One Direction,Spotify,2010
La La La,EN,2013,"Naughty Boy, Sam Smith",Spotify,2010
Lágrimas desordenadas,ES,2013,Melendi,Spotify,2010
Let Her Go,EN,2013,Passenger,Spotify,2010
Limbo,ES,2013,Daddy Yankee,Spotify,2010
Little Talks,EN,2013,Of Monsters and Men,Spotify,2010
Live It Up,EN,2013,"Jennifer Lopez, Pitbull",Spotify,2010
Live Your Life,EN,2013,MIKA,Spotify,2010
Locked out of Heaven,EN,2013,Bruno Mars,Spotify,2010
Love Me Again,EN,2013,John Newman,Spotify,2010
Mal De Amores,ES,2013,Juan Magán,Spotify,2010
Me Enamore (Feeling of Love),ES,2013,Xriz,Spotify,2010
Mi Marciana,ES,2013,Alejandro Sanz,Spotify,2010
Mi primer beso,ES,2013,Melendi,Spotify,2010
Mi Reina,ES,2013,Henry Mendez,Spotify,2010
Mirrors,EN,2013,Justin Timberlake,Spotify,2010
More than Friends,EN,2013,"INNA, Daddy Yankee",Spotify,2010
Motívate,ES,2013,Danny Romero,Spotify,2010
No Digas Nada,ES,2013,Cali Y El Dandee,Spotify,2010
No Importa Que Llueva,ES,2013,Efecto Pasillo,Spotify,2010
On Top Of The World,EN,2013,Imagine Dragons,Spotify,2010
One Day / Reckoning Song,EN,2013,"Asaf Avidan  the Mojos, Wankelmut",Spotify,2010
One More Night,EN,2013,Maroon 5,Spotify,2010
Play Hard,EN,2013,"David Guetta, Akon, Ne-Yo",Spotify,2010
Princesa de mi cuento,ES,2013,Sergio Contreras,Spotify,2010
Quién,ES,2013,Pablo Alborán,Spotify,2010
Radioactive,EN,2013,Imagine Dragons,Spotify,2010
Roar,EN,2013,Katy Perry,Spotify,2010
Safe And Sound,EN,2013,Capital Cities,Spotify,2010
Scream & Shout,EN,2013,"will.i.am, Britney Spears",Spotify,2010
Señorita,ES/EN,2013,Abraham Mateo,Spotify,2010
Set Fire to the Rain,EN,2013,Adele,Spotify,2010
She Wolf,EN,2013,"David Guetta, Sia",Spotify,2010
Solo Tú,ES,2013,Paula Rojo,Spotify,2010
Stay,EN,2013,"Shaun Reynolds, Laura Pringle",Spotify,2010
Sweet Nothing,EN,2013,"Calvin Harris, Florence Welch",Spotify,2010
Tanto,ES,2013,Pablo Alborán,Spotify,2010
The Other Side,EN,2013,Jason Derulo,Spotify,2010
Thrift Shop,EN,2013,"Macklemore, Ryan Lewis, Wanz",Spotify,2010
Treasure,EN,2013,Bruno Mars,Spotify,2010
Troublemaker,EN,2013,"Olly Murs, Flo Rida",Spotify,2010
Try,EN,2013,Pink,Spotify,2010
Tu jardín con enanitos,ES,2013,Melendi,Spotify,2010
Viven,ES,2013,"Rasel, Jadel",Spotify,2010
Vivir Mi Vida,ES,2013,Marc Anthony,Spotify,2010
Vuelvo a Verte,ES,2013,"Malú, Pablo Alborán",Spotify,2010
Wake Me Up,EN,2013,Avicii,Spotify,2010
We Are Never Ever Getting Back Together,EN,2013,Taylor Swift,Spotify,2010
We Can't Stop,EN,2013,Miley Cyrus,Spotify,2010
When I Was Your Man,EN,2013,Bruno Mars,Spotify,2010
Wrecking Ball,EN,2013,Miley Cyrus,Spotify,2010
6:00 AM,ES,2014,"J Balvin, Farruko",Spotify,2010
A Prueba de Ti,ES,2014,Malú,Spotify,2010
A Sky Full of Stars,EN,2014,Coldplay,Spotify,2010
Adrenalina,ES,2014,"Wisin, Jennifer Lopez, Ricky Martin",Spotify,2010
All About That Bass,EN,2014,Meghan Trainor,Spotify,2010
All of Me,EN,2014,John Legend,Spotify,2010
Am I Wrong,EN,2014,Nico & Vinz,Spotify,2010
Animals,EN,2014,Martin Garrix,Spotify,2010
Así soy yo,ES,2014,Kiko Rivera,Spotify,2010
Ay mami,ES,2014,"Sergio Contreras, Carlos Baute",Spotify,2010
Bad,EN,2014,"David Guetta, Showtek, VASSY",Spotify,2010
Bailando - Spanish Version,ES,2014,"Enrique Iglesias, Descemer Bueno, Gente De Zona",Spotify,2010
Bandera Al Viento,ES,2014,"Juan Magán, Dario",Spotify,2010
Bang Bang,EN,2014,"Jessie J, Ariana Grande, Nicki Minaj",Spotify,2010
Blame,EN,2014,"Calvin Harris, John Newman",Spotify,2010
Break Free,EN,2014,"Ariana Grande, Zedd",Spotify,2010
Can't Remember to Forget You,EN,2014,"Shakira, Rihanna",Spotify,2010
Chandelier,EN,2014,Sia,Spotify,2010
Changes,EN,2014,"Faul & Wad Ad, PNAU",Spotify,2010
Cola Song,EN,2014,"INNA, J Balvin",Spotify,2010
Cosas Locas,ES,2014,Danny Romero,Spotify,2010
Counting Stars,EN,2014,OneRepublic,Spotify,2010
Dark Horse,EN,2014,"Katy Perry, Juicy J",Spotify,2010
Darte un Beso,ES,2014,Prince Royce,Spotify,2010
Demons,EN,2014,Imagine Dragons,Spotify,2010
Diez Mil Maneras,ES,2014,David Bisbal,Spotify,2010
Drunk in Love,EN,2014,"Beyoncé, JAY-Z",Spotify,2010
Emocional,ES,2014,Dani Martín,Spotify,2010
Fancy,EN,2014,"Iggy Azalea, Charli XCX",Spotify,2010
Fireball,EN,2014,"Pitbull, John Ryan",Spotify,2010
Happy,EN,2014,Pharrell Williams,Spotify,2010
Hey Brother,EN,2014,Avicii,Spotify,2010
Humanos a Marte,ES,2014,Chayanne,Spotify,2010
I See Fire,EN,2014,Ed Sheeran,Spotify,2010
I'm A Freak,EN,2014,"Enrique Iglesias, Pitbull",Spotify,2010
Jubel,EN,2014,Klingande,Spotify,2010
La conocí bailando,ES,2014,"Dr. Bellido, K-Narias",Spotify,2010
La La La,ES,2014,"Shakira, Carlinhos Brown",Spotify,2010
La Temperatura,ES,2014,"Maluma, Eli Palacios",Spotify,2010
Loco,ES,2014,"Enrique Iglesias, Romeo Santos",Spotify,2010
Lovers on the Sun,EN,2014,"David Guetta, Sam Martin",Spotify,2010
Magic,EN,2014,Coldplay,Spotify,2010
Maps,EN,2014,Maroon 5,Spotify,2010
Money On My Mind,EN,2014,Sam Smith,Spotify,2010
Moviendo Caderas,ES,2014,"Yandel, Daddy Yankee",Spotify,2010
Noche Y De Dia,ES,2014,"Enrique Iglesias, Yandel, Juan Magán",Spotify,2010
Odio,ES,2014,"Romeo Santos, Drake",Spotify,2010
Paraíso,ES,2014,Dvicio,Spotify,2010
Pompeii,EN,2014,Bastille,Spotify,2010
Prayer in C,EN,2014,"Lilly Wood and The Prick, Robin Schulz",Spotify,2010
Problem,EN,2014,"Ariana Grande, Iggy Azalea",Spotify,2010
Propuesta Indecente,ES,2014,Romeo Santos,Spotify,2010
Rather Be,EN,2014,"Clean Bandit, Jess Glynne",Spotify,2010
Royals,EN,2014,Lorde,Spotify,2010
Rude,EN,2014,MAGIC!,Spotify,2010
"Rueda, Rueda",ES,2014,Eddy Lover,Spotify,2010
Shot Me Down,EN,2014,David Guetta,Spotify,2010
Si No Te Quisiera,ES,2014,"Juan Magán, Belinda, Lapiz Conciente",Spotify,2010
Sing,EN,2014,Ed Sheeran,Spotify,2010
Soltera,ES,2014,"José de Rico, Danny Romero, Fito Blanko",Spotify,2010
Stay With Me,EN,2014,Sam Smith,Spotify,2010
Stolen Dance,EN,2014,Milky Chance,Spotify,2010
Story of My Life,EN,2014,One Direction,Spotify,2010
Summer,EN,2014,Calvin Harris,Spotify,2010
Summertime Sadness,EN,2014,"Lana Del Rey, Cedric Gervais",Spotify,2010
Talk Dirty,EN,2014,"Jason Derulo, 2 Chainz",Spotify,2010
Team,EN,2014,Lorde,Spotify,2010
Terriblemente Cruel,ES,2014,Leiva,Spotify,2010
The Monster,EN,2014,"Eminem, Rihanna",Spotify,2010
Timber,EN,2014,"Pitbull, Kesha",Spotify,2010
Toca Toca,ES,2014,Fly Project,Spotify,2010
Travesuras,ES,2014,Nicky Jam,Spotify,2010
Trumpets,EN,2014,Jason Derulo,Spotify,2010
Wasted,EN,2014,"Tiësto, Matthew Koma",Spotify,2010
Watch Out For This,EN,2014,"Major Lazer, FS Green, Busy Signal, The Flexican",Spotify,2010
Waves,EN,2014,"Mr. Probz, Robin Schulz",Spotify,2010
We Are One,EN,2014,"Pitbull, Jennifer Lopez, Claudia Leitte",Spotify,2010
Wiggle,EN,2014,"Jason Derulo, Snoop Dogg",Spotify,2010
Wings,EN,2014,Birdy,Spotify,2010
Ain't Nobody (Loves Me Better),EN,2015,Felix Jaehn,Spotify,2010
Are You With Me,EN,2015,Lost Frequencies,Spotify,2010
Ay Vamos,ES,2015,J Balvin,Spotify,2010
Bandida,ES,2015,"Danny Romero, Maluma",Spotify,2010
Can't Feel My Face,EN,2015,The Weeknd,Spotify,2010
Cheerleader,EN,2015,"OMI, Felix Jaehn",Spotify,2010
Dangerous,EN,2015,"David Guetta, Sam Martin",Spotify,2010
Don't Worry,EN,2015,"Madcon, Ray Dalton",Spotify,2010
